review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,slow dont upgrade always zero,29.0,5.0,5.0,0.0,0.0,0.0,0.0
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,horrible customer service crash horrible,40.0,5.0,7.2,0.0,0.0,0.0,0.0
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,love,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Best,5,2025-01-14,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,keep turn developer mode even dev mode use,42.0,8.0,4.38,0.0,0.0,0.0,0.0
Good🙏,5,2025-01-11,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Like to much,5,2025-01-10,Bank of Abyssinia,Google Play,like much,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,thank,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,perfect,7.0,1.0,7.0,0.0,0.0,0.0,0.0
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,best best,9.0,2.0,4.0,0.0,0.0,0.0,0.0
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,long time amazing user friendly cant found get pin button,57.0,10.0,4.8,0.0,0.0,0.0,0.0
Boa,5,2025-01-05,Bank of Abyssinia,Google Play,boa,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Fast and suitable for the customers.,5,2025-01-03,Bank of Abyssinia,Google Play,fast suitable customer,22.0,3.0,6.67,0.0,0.0,0.0,0.0
Good 👍,5,2025-01-03,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,good helpful,12.0,2.0,5.5,0.0,0.0,0.0,0.0
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-02,Bank of Abyssinia,Google Play,give one star faced multiple problem fast bank like repeatedly switch developer option even switched bank service interesting issue service customer gave complain one accept complain fix issue lastly recommend unless issue,222.0,32.0,5.97,0.0,0.0,0.0,0.0
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,tell bank idea mobile banking,29.0,5.0,5.0,0.0,0.0,0.0,0.0
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,doesnt work,11.0,2.0,5.0,0.0,0.0,0.0,0.0
this app is not available,1,2025-01-01,Bank of Abyssinia,Google Play,available,9.0,1.0,9.0,0.0,0.0,0.0,0.0
Best,5,2025-01-01,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,wow amazing,11.0,2.0,5.0,0.0,0.0,0.0,0.0
love it,5,2024-12-30,Bank of Abyssinia,Google Play,love,4.0,1.0,4.0,0.0,0.0,0.0,0.0
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,5,2024-12-30,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,useless,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,access account whole point gey access account without physically bank would give zero one suffice get point,107.0,17.0,5.35,0.0,0.0,0.0,0.0
Nice,5,2024-12-26,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-23,Bank of Abyssinia,Google Play,going get rid real work far worst mobile banking,48.0,9.0,4.44,0.0,0.0,0.0,0.0
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,much bad,8.0,2.0,3.5,0.0,0.0,0.0,0.0
Fine,5,2024-12-20,Bank of Abyssinia,Google Play,fine,4.0,1.0,4.0,0.0,0.0,0.0,0.0
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,application ever seen,21.0,3.0,6.33,0.0,0.0,0.0,0.0
Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,forest ever,11.0,2.0,5.0,0.0,0.0,0.0,0.0
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-18,Bank of Abyssinia,Google Play,love boa anyone cursed mobile banking even though hetter still ask turn developer option wise wont work use awash birr bank non boa please improve mobile banking competitive,173.0,28.0,5.21,0.0,0.0,0.0,0.0
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,bank,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Good,3,2024-12-16,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,easy simple use also easy stole someone money,45.0,8.0,4.75,0.0,0.0,0.0,0.0
GOOD,5,2024-12-14,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
The worst banking app ever. Never works!,1,2024-12-13,Bank of Abyssinia,Google Play,worst banking ever never work,29.0,5.0,5.0,0.0,0.0,0.0,0.0
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,poorly,6.0,1.0,6.0,0.0,0.0,0.0,0.0
Very nice,5,2024-12-12,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-10,Bank of Abyssinia,Google Play,system worst better,19.0,3.0,5.67,0.0,0.0,0.0,0.0
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-09,Bank of Abyssinia,Google Play,since guy giving mobile service still get work sure know doesnt work already sure lazy incompetent fix losing business complacency consequence,142.0,21.0,5.81,0.0,0.0,0.0,0.0
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,best many feature awesome work without need turn developer option tired constantly switch developer option struggle precious setting developer option open boa turn please help bank hope provide update soon,205.0,30.0,5.87,0.0,0.0,0.0,0.0
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,giving one star option experience incredibly due extremely long loading time even close automatically time people choose mobile banking convenience far making worst used hope improvement made enhance user experience,215.0,30.0,6.2,0.0,0.0,0.0,0.0
Nice,5,2024-12-07,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,unprofessional mischievous bank opinion several occasion recently used card withdraw money account despite several time said learned yesterday since month bank decided include income absurd avoid bank,200.0,27.0,6.44,0.0,0.0,0.0,0.0
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,doesnt work device,18.0,3.0,5.33,0.0,0.0,0.0,0.0
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Bank of Abyssinia,Google Play,better say dont use boa rather phone opening,44.0,8.0,4.62,0.0,0.0,0.0,0.0
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,attention important difficult time,34.0,4.0,7.75,0.0,0.0,0.0,0.0
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-28,Bank of Abyssinia,Google Play,worst experience mobile application year time login automatically closed also take much loading time minute trying access internal service sometimes also transferring within bank also boa please fix,198.0,28.0,6.11,0.0,0.0,0.0,0.0
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,dont know start great sudden dont work,38.0,7.0,4.57,0.0,0.0,0.0,0.0
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-27,Bank of Abyssinia,Google Play,application losing major faction daily basis count many time used completely useless disappointing going use time need dont see point,133.0,20.0,5.7,0.0,0.0,0.0,0.0
exellent digital transaction of money,5,2024-11-26,Bank of Abyssinia,Google Play,digital transaction money,25.0,3.0,7.67,0.0,0.0,0.0,0.0
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,latest update stopped android phone open never work properly since,66.0,10.0,5.7,0.0,0.0,0.0,0.0
Best,5,2024-11-25,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Great,5,2024-11-25,Bank of Abyssinia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Money,5,2024-11-23,Bank of Abyssinia,Google Play,money,5.0,1.0,5.0,0.0,0.0,0.0,0.0
It needs more improvment,2,2024-11-23,Bank of Abyssinia,Google Play,need,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Hey Google,5,2024-11-21,Bank of Abyssinia,Google Play,hey,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Good app,5,2024-11-21,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ab,3,2024-11-20,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please this app on my android phone,3,2024-11-19,Bank of Abyssinia,Google Play,please android phone,20.0,3.0,6.0,0.0,0.0,0.0,0.0
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,goat goat goat,14.0,3.0,4.0,0.0,0.0,0.0,0.0
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,doesnt match bank disaster super slow please learn something tele birr,70.0,11.0,5.45,0.0,0.0,0.0,0.0
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,fast reliable,13.0,2.0,6.0,0.0,0.0,0.0,0.0
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,worst update ever would include developer option thing care phone money right reason switched bank either turn everyone discontinue business one one,148.0,22.0,5.77,0.0,0.0,0.0,0.0
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,one mobile banking system,25.0,4.0,5.5,0.0,0.0,0.0,0.0
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,find interesting specially,26.0,3.0,8.0,0.0,0.0,0.0,0.0
it good,5,2024-11-12,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,crash please fix,16.0,3.0,4.67,0.0,0.0,0.0,0.0
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,star dont use also bank,23.0,5.0,3.8,0.0,0.0,0.0,0.0
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,need support working,20.0,3.0,6.0,0.0,0.0,0.0,0.0
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,bast bank,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Good,5,2024-11-12,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,slow,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,thank social service like banking non touch passbook,52.0,8.0,5.62,0.0,0.0,0.0,0.0
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,worst never seen like,21.0,4.0,4.5,0.0,0.0,0.0,0.0
Wweeeer,4,2024-11-11,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infinx,5,2024-11-11,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great service,5,2024-11-11,Bank of Abyssinia,Google Play,great service,13.0,2.0,6.0,0.0,0.0,0.0,0.0
👍,5,2024-11-11,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,available android version time functional,41.0,5.0,7.4,0.0,0.0,0.0,0.0
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad app vety bad.,1,2024-11-06,Bank of Abyssinia,Google Play,bad bad,7.0,2.0,3.0,0.0,0.0,0.0,0.0
Nice,5,2024-11-06,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,useless never irrelevant boa big shame,38.0,6.0,5.5,0.0,0.0,0.0,0.0
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,professional banking,20.0,2.0,9.5,0.0,0.0,0.0,0.0
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,nice interface always freeze slow load developer please fix issue,65.0,10.0,5.6,0.0,0.0,0.0,0.0
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,please try another doesnt foot need generation,46.0,7.0,5.71,0.0,0.0,0.0,0.0
Good,4,2024-10-25,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,fast transfer,13.0,2.0,6.0,0.0,0.0,0.0,0.0
"What's up I can't log in, what's wrong",5,2024-10-21,Bank of Abyssinia,Google Play,whats cant log whats wrong,26.0,5.0,4.4,0.0,0.0,0.0,0.0
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,5,2024-10-19,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,nice meet bank member bank need solve problem international money digital working service world please working lot international cant get direct dont knowing legal way getting money please get direct deposit boa please,218.0,33.0,5.64,0.0,0.0,0.0,0.0
